file_path,emotion,emotion_id,speaker_id,dataset,feature_path,augmented
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_far_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_2254_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_disgust\OAF_dead_disgust.wav,disgust,1,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_disgust_2255_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_ripe_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2256_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_choice_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_2257_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_disgust\YAF_bone_disgust.wav,disgust,1,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_disgust_2258_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_raid_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_2259_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_laud_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2260_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_10\03-01-04-01-01-02-10.wav,sad,4,ravdess_10,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_2261_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_10\03-01-04-01-01-02-10.wav,sad,4,ravdess_10_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_2261_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mess_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2262_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_shack_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2263_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_gap_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_2264_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_sheep_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2265_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_05\03-01-08-02-01-01-05.wav,surprise,5,ravdess_05,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2266_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_05\03-01-08-02-01-01-05.wav,surprise,5,ravdess_05_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2266_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_11\03-01-08-01-01-01-11.wav,surprise,5,ravdess_11,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2267_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_11\03-01-08-01-01-01-11.wav,surprise,5,ravdess_11_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2267_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_16\03-01-04-02-02-02-16.wav,sad,4,ravdess_16,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_2268_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_16\03-01-04-02-02-02-16.wav,sad,4,ravdess_16_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_sad_2268_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_wag_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_2269_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_should_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2270_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_13\03-01-05-01-01-01-13.wav,angry,0,ravdess_13,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_2271_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_13\03-01-05-01-01-01-13.wav,angry,0,ravdess_13_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_2271_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_shawl_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2272_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_disgust\OAF_doll_disgust.wav,disgust,1,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_disgust_2273_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_angry\YAF_time_angry.wav,angry,0,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2274_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_said_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_2275_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_seize_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2276_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-08-01-01-01-19.wav,surprise,5,ravdess_19,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2277_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-08-01-01-01-19.wav,surprise,5,ravdess_19_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2277_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_gin_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_2278_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_puff_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2279_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_late_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_2280_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_gun_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_2281_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_home_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_2282_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_take_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_2283_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_wire_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_2284_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_15\03-01-07-01-02-01-15.wav,disgust,1,ravdess_15,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2285_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_15\03-01-07-01-02-01-15.wav,disgust,1,ravdess_15_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2285_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_thin_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_2286_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_16\03-01-06-01-01-02-16.wav,fear,2,ravdess_16,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_2287_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_16\03-01-06-01-01-02-16.wav,fear,2,ravdess_16_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_2287_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_week_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_2288_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_tool_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_2289_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_11\03-01-07-01-01-02-11.wav,disgust,1,ravdess_11,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2290_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_11\03-01-07-01-01-02-11.wav,disgust,1,ravdess_11_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2290_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_02\03-01-07-01-01-02-02.wav,disgust,1,ravdess_02,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2291_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_02\03-01-07-01-01-02-02.wav,disgust,1,ravdess_02_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2291_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_size_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2292_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_ditch_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_2293_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_20\03-01-03-01-02-01-20.wav,happy,3,ravdess_20,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2294_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_20\03-01-03-01-02-01-20.wav,happy,3,ravdess_20_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2294_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_nice_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2295_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_make_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2296_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-03-02-02-01-17.wav,happy,3,ravdess_17,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2297_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-03-02-02-01-17.wav,happy,3,ravdess_17_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2297_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_07\03-01-08-01-01-02-07.wav,surprise,5,ravdess_07,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2298_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_07\03-01-08-01-01-02-07.wav,surprise,5,ravdess_07_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2298_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_mob_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2299_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_gin_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_2300_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_20\03-01-06-02-02-02-20.wav,fear,2,ravdess_20,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_2301_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_20\03-01-06-02-02-02-20.wav,fear,2,ravdess_20_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_2301_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-03-02-02-01-18.wav,happy,3,ravdess_18,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2302_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-03-02-02-01-18.wav,happy,3,ravdess_18_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2302_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-08-02-01-02-19.wav,surprise,5,ravdess_19,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2303_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-08-02-01-02-19.wav,surprise,5,ravdess_19_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_2303_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_04\03-01-07-02-01-02-04.wav,disgust,1,ravdess_04,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2304_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_04\03-01-07-02-01-02-04.wav,disgust,1,ravdess_04_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_2304_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_04\03-01-05-02-01-01-04.wav,angry,0,ravdess_04,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_2305_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_04\03-01-05-02-01-01-04.wav,angry,0,ravdess_04_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_2305_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_disgust\OAF_thought_disgust.wav,disgust,1,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_disgust_2306_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_10\03-01-05-01-02-02-10.wav,angry,0,ravdess_10,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_2307_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_10\03-01-05-01-02-02-10.wav,angry,0,ravdess_10_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_2307_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_sour_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2308_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-03-02-02-02-24.wav,happy,3,ravdess_24,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2309_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_24\03-01-03-02-02-02-24.wav,happy,3,ravdess_24_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_2309_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_wag_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_2310_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_red_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_2311_orig.npy,False
